female,memberships,age,protestant,post_weights,region
1,0,1.9,1,0.50432664,336
1,4,-0.9,0,0.9919488,224
1,2,0.3,1,0.5935034,224
0,0,0,0,0.8179358,224
1,2,-0.8,1,0.96926445,224
1,3,-0.3,0,0.72109,224
0,2,-0.6,0,1.3016934,224
1,1,-0.3,0,1.0538499,336
1,2,2.2,0,1.0087563,336
0,1,-0.1,0,0.8469003,412
1,3,-1.2,1,1.1221192,412
0,3,1.1,1,1.6938006,412
1,0,1,0,0.61452043,412
0,1,0.1,1,0.8469003,412
1,2,2.2,0,1.1335384,342
0,0,0,0,1.6637366,342
1,2,0.3,1,1.1046584,342
1,1,0.5,1,0.8651314,342
1,0,-0.4,0,0.6710645,342
1,3,1.9,1,1.1335384,342
1,5,0.9,1,1.2976528,342
1,1,0.7,0,0.82846564,342
1,0,0.9,0,0.5523292,342
1,1,-0.8,1,0.9231324,342
1,1,-0.6,0,0.9231324,342
1,1,1,1,0.5523292,342
1,4,-0.2,0,0.8651314,342
1,1,-0.6,0,1.0085576,342
1,1,1.8,0,0.41401416,342
1,2,1.5,0,0.82811284,342
0,2,1.1,0,1.0115076,342
1,1,0.1,0,0.82846564,342
1,1,1.7,1,1.242127,342
0,0,0.7,1,1.5223832,342
0,0,-0.5,0,0.38055697,342
1,1,1,0,0.82846564,342
1,2,1.7,1,0.78510404,342
1,1,-0.3,0,0.5523292,342
1,3,-0.1,0,0.8651314,342
1,3,-0.6,0,0.4509649,342
1,0,-0.6,1,0.9020218,342
1,1,-1.5,0,0.9231324,342
1,2,2.4,1,0.82811284,342
1,2,-0.9,0,0.4615191,342
0,0,0.3,0,0.7611916,342
1,1,1.8,0,0.78510404,342
0,3,0.8,0,0.5545411,342
0,0,0.7,0,0.5545411,341
0,0,-0.3,0,1.1091955,341
0,0,1.8,0,1.277435,341
1,2,-0.6,1,1.0085576,341
1,0,1.1,1,0.82846564,341
1,0,1.8,0,0.6338616,341
1,1,-0.3,0,0.6710645,341
0,6,-0.1,0,1.1091955,341
0,3,-0.1,0,1.1091955,341
0,2,2,0,1.277435,341
1,0,0.9,0,0.5523292,341
0,3,1.3,0,1.1254014,411
0,4,0.8,0,0.5626433,411
1,2,0,0,0.9625435,411
0,3,1.4,0,0.8469003,411
1,3,-0.6,1,1.0035877,411
1,2,1.8,1,0.92135674,411
0,1,2.2,0,0.739164,411
0,0,0.3,0,0.42340693,411
1,1,2,0,0.92135674,411
1,2,-0.5,0,0.61452043,411
1,1,0.5,0,1.2290409,411
1,3,2.1,1,0.92135674,411
0,1,-1.5,0,1.07645,342
1,2,0.5,1,0.43252152,342
1,0,0.7,0,0.82846564,342
1,0,0.2,1,0.5523292,342
0,0,2.5,0,1.4212717,411
0,0,1.5,0,0.739164,411
0,1,0,0,1.1254014,411
0,2,-1.1,0,1.3477887,411
0,1,1.2,0,1.6938006,411
0,0,-0.5,0,0.42340693,411
0,2,1.6,0,1.4212717,411
0,1,0.4,0,0.8469003,411
0,2,1.6,0,0.739164,411
0,0,-1.5,0,1.3477887,411
1,1,0.9,0,0.61452043,411
1,3,-0.8,0,1.0035877,411
1,1,-0.5,0,0.61452043,411
1,1,0.9,0,1.2290409,411
0,1,1.5,0,0.7105633,411
0,1,1.4,0,0.8469003,411
1,2,-0.5,0,0.61452043,411
0,2,-0.1,0,0.8469003,411
0,1,-0.9,1,1.3477887,411
0,0,-0.5,0,1.2340887,411
1,2,-1.5,0,2.0071754,411
1,1,-0.5,0,0.30722886,411
0,1,0.9,0,1.2340887,411
0,2,2.1,0,0.7105633,411
1,0,2,0,1.2611725,411
0,1,1.3,0,1.2703073,411
0,1,2.5,0,1.1087083,411
1,0,-0.7,0,0.51348525,411
0,3,1.6,0,0.57213426,411
0,1,1.8,0,0.36954427,411
0,2,-0.4,0,1.1254014,411
1,1,0.6,0,0.61452043,411
1,0,-1.1,0,1.0035877,411
0,0,0.7,0,0.8469003,411
1,0,1.6,0,0.43670803,411
1,2,1.5,0,0.63052195,411
1,3,0.5,0,0.37327442,411
1,0,2.1,0,0.46063137,411
0,1,1.1,0,0.8469003,411
0,1,1.2,0,2.4681773,411
0,1,-0.4,0,1.2340887,411
0,1,-1.2,0,1.2406254,411
1,2,0.3,0,0.74662507,411
1,4,1.8,0,0.92135674,411
0,3,1.2,0,1.2703073,412
0,3,1.7,0,0.739164,411
0,0,-1.1,0,1.1976562,411
1,0,0.1,0,1.4437661,411
0,0,0.9,0,1.1254014,411
1,3,2.4,0,0.92135674,411
0,1,-1,0,1.3477887,411
1,1,0.6,0,1.1198995,411
0,1,1,0,1.6938006,411
0,1,1.9,0,0.57213426,411
0,0,1,0,1.2703073,411
0,3,0.5,0,1.2703073,411
0,1,1.8,0,1.4212717,411
1,3,1.7,0,1.2611725,411
1,0,1.6,0,0.92135674,411
0,4,2.3,0,0.57213426,411
1,4,1.8,0,0.87350523,411
1,2,0.8,1,0.74662507,411
1,1,-0.3,0,0.61452043,411
1,1,-0.5,0,0.9625435,411
1,2,-0.1,0,0.9625435,411
1,2,-0.5,0,0.9625435,412
0,0,1.1,0,1.2340887,412
0,1,0.1,0,1.1254014,412
0,1,-0.7,0,0.67382556,412
0,1,2.5,0,1.4212717,412
1,1,-0.2,0,0.9625435,412
0,1,-0.9,0,1.2406254,412
1,0,1.9,0,0.92135674,412
1,3,0.9,0,1.925087,412
0,1,0,0,0.8469003,412
0,2,-0.8,,1.3477887,412
1,1,-0.4,0,0.9625435,412
0,2,-1.1,0,1.2406254,412
0,0,2.4,0,1.4212717,412
0,0,1,0,1.85107,412
1,0,1.2,0,0.61452043,412
1,0,1.5,0,0.92135674,412
0,1,-0.1,0,0.42340693,412
0,2,-0.6,0,1.1976562,412
0,2,2.3,0,0.36954427,412
1,0,1.5,0,0.92135674,412
0,1,0.7,0,1.85107,412
1,1,-0.7,0,1.0035877,412
1,3,0,0,0.9217493,412
0,1,-0.4,,0.8469003,412
1,0,-1,0,1.0035877,412
1,1,1.8,0,0.92135674,412
0,0,0.7,0,0.8469003,412
1,0,-0.5,0,0.9625435,412
0,1,0,0,1.1254014,412
1,2,2.3,0,0.92135674,412
0,1,2.1,0,0.739164,412
1,0,0.4,0,0.9625435,412
0,2,2,0,1.4212717,412
0,3,0.8,0,2.4681773,412
0,2,0.5,0,1.2703073,414
0,0,1.9,0,0.85817224,412
1,1,1,0,0.9217493,412
0,1,0.8,0,1.6938006,412
0,2,1.6,1,1.4212717,412
0,2,-0.3,0,1.1254014,412
1,2,2.3,0,0.92135674,412
1,0,-1,0,1.1221192,412
0,1,0.6,0,1.2340887,412
1,0,2.4,0,1.8427135,412
1,1,-1.2,0,1.0035877,412
1,1,0.3,0,0.9217493,413
1,2,1.8,0,0.92135674,413
1,3,0.9,0,0.74662507,413
1,2,-0.3,0,0.61452043,412
1,2,1.3,1,0.61452043,412
1,1,0.9,0,0.9625435,412
0,1,-0.5,0,1.1254014,412
0,2,-1.2,0,1.3477887,412
0,0,-0.2,0,0.6169814,413
1,0,-0.6,0,1.1221192,413
0,0,0.9,0,1.2340887,413
0,1,-0.8,0,1.2406254,413
1,1,1.7,0,0.63052195,413
1,0,2.2,0,1.8427135,413
0,1,-0.4,0,1.1254014,413
1,0,0,0,0.61452043,413
0,2,1.4,0,1.2340887,413
1,1,-0.2,0,0.9625435,413
0,5,-0.4,0,1.1254014,413
0,1,-0.2,0,1.2340887,413
0,3,1.8,0,0.28603795,413
0,0,1.9,0,1.1087083,413
0,1,-0.8,0,1.2406254,413
0,1,1.8,0,0.85817224,413
1,1,-0.7,0,1.0270754,413
1,0,0.3,0,0.9217493,413
1,2,-0.3,0,0.61452043,413
1,0,-0.5,0,0.48122263,413
1,1,1.4,0,0.61452043,413
0,3,-1,0,1.3477887,413
1,6,1.4,0,0.74662507,413
1,0,0.7,0,0.61452043,413
0,3,1.4,0,1.85107,413
0,6,1.9,0,1.4212717,413
0,0,-0.1,0,1.2340887,413
0,1,-0.6,0,0.6507803,224
1,3,-1.1,0,0.9919488,224
1,0,-0.4,1,0.9296239,224
0,2,0.9,1,1.6358716,224
1,2,-1.3,1,1.083742,224
0,1,1.7,0,2.7453265,224
1,1,-0.9,0,0.96926445,224
0,1,2,0,0.36954427,413
0,0,2.3,0,0.739164,413
1,1,-0.4,0,0.9625435,413
1,1,0.6,0,0.30722886,413
1,0,0.2,0,0.74662507,413
1,4,1.5,0,1.8427135,413
0,3,2.2,0,0.739164,413
0,2,2.1,0,1.1087083,413
0,5,2.3,0,1.4212717,413
1,1,-1.5,0,1.0035877,413
1,5,0.5,0,1.5362697,413
0,0,1.2,0,1.2703073,413
0,0,-1.3,0,1.3477887,413
1,1,1.2,0,0.9217493,413
1,1,0.8,0,1.2290409,413
1,0,-0.4,0,0.9625435,413
0,2,1.2,0,2.4681773,413
0,3,2,0,0.57213426,413
0,0,-0.4,0,0.8469003,413
0,2,-0.8,,1.3477887,413
1,4,-0.5,0,0.74662507,413
0,0,-0.8,0,1.2406254,413
0,2,-0.5,1,1.1254014,413
0,1,1.9,0,0.57213426,413
1,0,-1.2,0,1.1221192,413
0,4,1.1,0,1.6880447,413
1,3,-1.2,0,0.50174266,413
1,2,-1.5,0,1.0035877,414
1,2,1.4,0,0.61452043,414
0,1,0,0,0.42340693,414
0,0,-1,0,1.3477887,414
1,6,0.1,0,1.925087,414
1,1,0.4,0,1.925087,414
0,2,0.3,0,2.4681773,414
0,2,-0.1,0,1.2340887,414
0,2,0,0,0.8469003,414
0,3,0.9,0,2.2508028,414
1,0,-1.1,0,1.1221192,414
1,1,2.2,0,1.8427135,414
0,1,1.5,0,1.4212717,414
1,0,1.2,0,0.9217493,414
1,0,0.7,0,1.4437661,414
1,1,1.8,0,1.3819882,414
1,2,-0.8,0,1.0035877,414
1,0,-0.9,0,1.0035877,414
1,1,1.6,0,0.92135674,414
0,6,1.2,0,1.1254014,414
0,0,-0.6,0,1.1976562,414
1,1,0.1,0,0.9625435,414
1,0,0.8,0,0.9217493,414
0,0,1.6,0,0.739164,414
0,4,1.9,0,0.57213426,414
1,0,-0.9,0,1.0035877,414
0,1,2.2,0,0.739164,414
1,4,0.7,0,2.4063096,414
0,0,-0.2,0,1.2340887,414
1,1,2.2,0,0.43670803,414
0,2,0.2,0,1.2340887,414
1,2,0,0,0.74662507,414
1,0,-0.9,1,1.1221192,414
0,2,2.3,0,0.739164,414
1,2,-0.1,0,0.9625435,414
1,0,-1.4,0,1.0270754,414
1,0,-1.5,0,1.0035877,414
1,0,-0.1,0,0.61452043,414
0,3,-0.1,0,0.8469003,414
0,3,2.1,0,0.85817224,414
0,1,-0.2,0,0.8469003,414
1,0,1,0,0.61452043,414
0,1,1.1,0,1.85107,414
1,1,-0.1,0,0.9625435,414
0,2,-0.1,0,1.2340887,414
1,7,-0.4,0,0.74662507,414
0,4,-0.2,0,1.2340887,414
0,7,-0.3,0,0.8469003,414
1,0,-0.7,0,1.1221192,414
0,3,2.4,0,0.57213426,414
1,0,0.7,0,0.30722886,414
1,1,0,0,0.9625435,414
1,0,-1.1,0,1.1221192,414
1,5,1.2,0,0.61452043,414
0,2,0,0,0.8469003,414
0,1,-0.8,0,1.3477887,414
1,2,-0.7,0,1.0035877,414
1,4,0,0,0.9625435,414
0,1,0,0,1.2340887,414
1,2,1.5,0,1.2611725,414
0,4,2.2,0,0.28603795,414
0,3,-1,0,1.7964232,414
0,2,2.2,0,0.739164,414
1,2,2.5,0,0.92135674,414
1,0,-0.4,0,0.5816453,421
1,0,0.3,0,0.45547858,421
1,2,2.4,0,0.4359889,421
1,0,1.7,0,1.1937034,421
1,0,0.5,0,0.91105014,421
0,1,0.1,0,1.1254014,413
1,4,0.2,1,0.74662507,413
0,2,0,0,0.6169814,413
1,0,-0.2,0,0.61452043,413
1,1,0.1,0,0.61452043,413
1,1,1.1,0,0.29079297,421
1,0,2.1,0,0.8267752,421
1,0,-0.3,0,0.91105014,421
1,0,1.3,,0.5816453,421
0,2,-0.4,0,1.1680685,421
1,0,1,0,0.5816453,421
1,0,2.4,0,0.8720668,421
1,2,0.6,0,1.059988,421
0,3,0.1,0,0.80159354,421
1,4,-0.5,0,0.29079297,421
0,1,0.6,0,0.40075588,421
1,0,-1.5,0,1.0620891,421
0,1,1.2,0,2.003943,421
0,3,1.6,0,0.34977472,421
0,0,-1,0,1.2756858,421
0,2,-0.4,0,1.1680685,421
1,1,1.3,0,0.8724383,421
1,2,0.3,0,0.91105014,421
1,3,2.2,0,0.4359889,421
0,0,-1.1,0,1.2756858,421
1,0,-0.5,0,0.91105014,421
0,2,2.2,0,0.54152673,421
0,1,-0.8,0,0.5870678,421
1,2,2,0,0.8720668,421
1,1,0.5,0,0.70668274,421
1,1,-0.6,0,0.9498987,421
0,1,1,0,1.6031871,422
1,0,-0.8,0,1.0620891,422
1,0,0.2,0,0.91105014,422
0,6,2.2,0,0.54152673,422
0,1,2.3,0,0.6996208,422
0,1,-0.4,0,1.1680685,422
1,1,2.4,0,0.8720668,422
0,2,-1,0,0.67382556,414
1,1,0.6,0,1.4540837,422
1,1,-0.9,0,1.0620891,422
0,3,2.4,0,0.6996208,422
0,1,-0.7,0,0.5870678,422
1,0,1.5,0,0.8720668,422
0,0,1.5,0,0.6725502,422
0,0,-1.5,0,0.6377778,422
0,0,0.5,0,0.80159354,422
0,2,2.5,0,0.6996208,422
0,1,0,0,1.0651957,422
1,2,-0.2,0,0.91105014,422
1,1,-0.3,0,0.91105014,422
1,1,1.4,0,0.5816453,422
1,1,-1.1,0,1.0620891,422
1,1,1.2,0,0.8724383,422
1,2,-1.1,0,0.97212976,422
0,2,1.5,0,1.0830535,422
0,2,0.5,0,1.0651957,422
1,1,-0.9,0,1.0620891,422
1,3,-0.6,0,0.9498987,423
0,2,1.9,0,1.3452376,423
1,2,0.4,0,0.5816453,423
0,0,2.3,0,0.6996208,423
0,4,0.2,0,1.0651957,423
1,6,1.3,0,0.91105014,423
1,3,0.3,0,0.5816453,423
1,0,2,0,0.8720668,423
0,0,0.8,0,2.336137,423
1,0,1,0,0.91105014,423
0,2,-0.6,0,1.1742554,423
1,2,2.3,1,0.8720668,423
0,0,2.2,0,1.0493956,423
1,0,0.4,0,1.3665287,423
0,0,-0.6,0,0.6377778,423
0,0,1.5,0,2.017788,423
1,2,1.6,0,1.1937034,423
0,0,-0.2,0,1.0651957,423
0,1,-0.7,0,0.5667347,423
0,0,-1,0,0.6377778,423
1,2,-0.1,0,0.91105014,423
1,0,1.8,0,0.8720668,423
1,0,-0.5,0,0.91105014,423
0,1,2.2,0,0.6996208,423
0,2,-1.1,0,0.5870678,423
1,1,-1.3,0,0.97212976,423
0,2,-0.8,0,1.133585,423
1,1,-0.6,0,0.9498987,423
0,0,0.5,0,1.0651957,423
1,1,0.5,0,0.5816453,423
1,2,2.3,0,0.8720668,423
1,2,-0.2,0,0.3533053,423
1,0,1.7,0,1.3080558,423
0,0,0.2,0,0.80159354,423
1,1,-0.9,0,1.0620891,423
0,2,0.1,0,0.80159354,423
0,4,2.4,0,0.54152673,423
1,3,0.5,0,1.8221003,423
0,1,2.4,0,0.6996208,423
1,3,1.6,0,1.1937034,423
1,0,0.6,0,1.3665287,423
0,0,1.6,0,2.017788,423
0,1,0.4,0,1.1680685,423
0,2,-0.5,0,0.5325435,423
1,2,1.3,0,0.29079297,423
0,0,2,0,0.34977472,423
1,2,1.8,0,0.4359889,423
1,3,0,0,0.45547858,423
1,2,-0.2,0,0.5816453,423
1,1,0.4,0,0.8724383,423
1,2,1.4,0,0.5816453,423
0,1,-0.6,0,1.2756858,423
0,0,-0.7,0,1.2756858,423
1,0,0.6,0,1.4133655,423
0,1,0.3,0,1.2023494,423
0,2,-1.3,0,1.2756858,423
0,3,2.2,0,1.3452376,423
0,4,0.8,0,0.5325435,423
1,0,0.6,0,0.5816453,423
1,1,0.3,0,1.3665287,423
1,1,0.1,0,0.91105014,423
1,0,-0.4,0,0.91105014,423
0,0,-0.3,0,0.80159354,423
1,0,2.2,0,1.7904943,423
0,1,-0.1,0,1.2023494,423
0,0,2.5,0,0.6996208,423
0,3,-1,0,1.2756858,423
1,2,-0.1,0,0.91105014,423
0,1,0.7,0,0.80159354,423
1,1,1.5,0,0.8720668,423
1,2,-1.5,0,0.49592376,223
0,2,0.6,0,2.3837643,223
0,2,0.5,0,1.086912,223
0,1,-0.9,0,1.1981952,223
1,1,0,0,0.9296239,223
0,1,-0.7,0,0.5782888,223
1,2,2.1,0,0.8898458,223
0,6,1.6,0,0.55256695,223
0,2,0.8,0,1.226862,223
0,0,1.7,,0.7138841,223
0,1,-1,0,1.1566956,223
1,1,0.2,0,0.9296239,223
1,3,1.5,0,1.2180398,223
1,2,0.2,0,0.72109,223
1,0,1.9,0,1.1937034,421
0,1,-0.1,0,0.58397466,421
0,1,-1.4,0,1.2756858,421
0,1,-1.1,0,0.5667347,421
0,1,1.7,0,0.7138841,223
0,1,0.5,0,2.3837643,223
1,1,-1.5,0,0.96926445,223
0,0,1.9,0,1.0707897,223
1,0,1.9,0,0.8898458,223
0,0,0.6,0,1.7877624,223
1,3,0.1,0,0.4647645,223
0,1,0.5,0,0.8179358,223
1,0,0.4,0,1.1870068,223
0,1,2.3,0,1.3726633,223
1,0,-0.7,0,0.96926445,223
1,1,-0.6,0,0.96926445,223
1,0,1.8,0,1.8269974,224
1,3,0.7,1,0.8902249,223
1,3,-0.3,0,0.72109,223
1,1,0.3,0,0.8902249,223
0,0,1.9,0,0.7138841,221
1,5,-0.1,0,0.72109,221
1,1,2.2,0,0.8898458,221
1,2,-1,1,0.9919488,221
0,3,0.3,0,1.1918821,221
0,1,-0.4,0,0.8179358,221
1,5,-0.5,1,0.3605082,221
0,2,1.8,0,1.3726633,221
1,2,2.1,0,1.2180398,221
0,3,0.3,1,2.173824,221
1,2,0.7,1,0.8902249,221
1,2,-1.1,1,0.96926445,221
1,1,-0.1,0,0.72109,221
0,3,-1,0,0.59903646,223
0,1,0.4,0,0.59588027,223
1,0,0.9,0,0.72109,223
0,1,0.6,0,1.086912,223
1,4,1.3,1,0.5935034,223
1,0,1.9,1,1.2180398,223
0,0,-0.9,0,1.3016934,223
0,1,1,0,0.8179358,223
1,1,-0.7,0,1.083742,223
0,1,-0.6,0,1.3016934,223
1,0,2.1,0,1.2180398,223
1,2,-1.1,0,0.9919488,223
1,3,0.9,0,0.8902249,223
0,2,2.3,0,0.27625528,223
1,3,1.5,0,1.2654032,223
0,1,0.4,0,1.7877624,223
1,1,0.7,0,1.8592478,223
0,1,-1.4,0,1.1981952,223
1,1,0.9,0,1.0815983,223
1,1,0,0,0.8902249,223
1,0,0.8,0,0.29672143,223
0,1,2.3,0,1.3726633,223
1,0,1.9,0,1.2180398,223
0,1,2.4,0,0.7138841,223
0,2,2.2,1,1.3726633,223
0,1,0.3,0,1.086912,223
0,0,0.2,,1.6303126,223
1,4,0.1,0,0.9296239,223
1,1,1.2,0,0.9296239,223
0,0,-0.5,0,0.8179358,223
0,1,1.6,0,0.55256695,223
1,1,-0.4,0,0.5935034,223
1,2,0.4,0,1.0815983,223
1,4,-0.1,0,0.9296239,223
0,0,0.7,0,0.40892616,223
1,2,1.2,0,0.5935034,223
1,0,-1.1,0,0.96926445,223
1,0,0,0,0.9296239,222
1,1,0.7,0,1.3943884,222
0,0,-0.3,0,1.1918821,222
0,1,2.2,0,1.3726633,223
1,1,1.6,0,1.2180398,223
1,6,-0.2,0,0.9296239,223
0,3,0.8,0,0.40892616,222
0,0,-0.8,0,1.3016934,222
1,1,1.4,0,0.9296239,222
0,3,-0.3,1,1.086912,222
0,2,0.6,0,1.086912,222
1,1,-0.5,0,0.29672143,222
0,0,0.6,0,1.086912,222
1,1,-0.8,0,0.96926445,222
1,0,-0.9,0,0.96926445,222
0,3,-0.5,0,1.1918821,222
1,2,1.7,0,0.8898458,222
0,1,2,0,0.55256695,222
1,4,1.8,0,0.8898458,222
0,3,0.9,1,1.086912,222
0,0,0.9,0,0.40892616,222
0,2,-0.9,,1.3016934,222
1,1,0.6,0,0.8902249,222
1,2,-0.6,0,0.49592376,222
0,0,-1.1,0,1.3016934,222
0,0,2.4,1,0.7138841,222
1,2,1.6,1,0.8898458,222
1,2,2.5,0,0.8898458,222
1,4,-1,0,0.9919488,222
0,4,-1.3,0,1.3016934,222
1,4,2.3,0,1.2180398,222
0,1,-0.9,0,1.1981952,222
1,4,2,0,1.2180398,222
1,3,-0.6,0,0.96926445,222
1,1,1.3,0,0.29672143,222
1,1,2.5,0,0.8898458,222
1,1,0.5,0,1.4837283,222
1,2,0.7,0,1.1870068,222
0,0,-0.1,0,1.1918821,222
0,7,2.4,0,0.55256695,222
1,1,1.3,0,0.29672143,222
0,0,0.6,0,1.1918821,222
1,0,-1.1,0,0.96926445,222
0,1,1.9,0,0.27625528,222
1,0,2.5,1,0.8898458,222
0,2,2.3,0,0.55256695,222
0,3,-0.8,0,1.3016934,222
1,1,-0.5,1,0.5935034,222
1,2,-0.2,0,0.5935034,222
1,1,1.8,1,1.7796916,222
0,1,-0.2,0,0.8179358,222
0,3,1.5,0,0.55256695,222
0,4,0.3,0,0.5434005,221
0,3,0,0,1.1918821,221
0,1,0.4,1,0.59588027,221
0,0,0.8,0,0.40892616,221
1,3,1.9,1,0.8436308,221
1,3,-0.3,0,0.9296239,221
1,0,0.5,1,1.1870068,221
1,0,-0.8,0,0.5418157,221
0,1,-0.5,0,0.59588027,221
0,3,2.3,1,0.55256695,221
1,2,1.6,0,0.44487748,221
0,4,-0.2,0,1.6303126,221
0,2,1.2,0,0.59588027,221
0,2,0.9,0,0.40892616,221
1,2,0.4,1,1.44218,221
0,1,0.8,1,1.1918821,221
0,2,1.9,0,0.55256695,221
0,1,1.4,0,0.8179358,221
0,2,1.5,1,1.0707897,221
1,0,0.2,0,0.5935034,221
0,1,2.3,1,0.7138841,221
1,3,2.3,1,0.8436308,221
1,2,0.8,0,1.1870068,221
1,3,-0.4,0,0.9296239,221
1,2,0.3,0,0.637901,212
1,3,-0.1,1,0.31891796,212
1,1,2,1,0.7871881,212
0,4,-1.1,0,1.0599647,212
1,4,-0.7,0,0.85744464,212
0,0,-1,0,1.1515228,212
1,2,0.7,0,1.2335238,212
0,0,1.6,0,0.6070906,212
0,2,2.4,0,0.6315264,212
1,4,2,0,0.7463048,212
1,2,1,0,0.637901,212
1,0,1.4,1,0.26248997,213
1,2,2,0,0.7871881,213
1,2,1.4,0,0.52503353,213
0,1,0,0,0.7235741,213
0,2,1.2,1,0.7235741,213
1,0,2.2,0,0.5387049,213
1,0,0.1,0,0.41114664,213
1,4,0.8,0,0.637901,213
1,0,1.2,0,1.0500671,213
0,0,-0.9,0,1.0232526,213
1,1,-1,0,0.8775119,213
0,1,0.8,0,0.52713615,213
0,4,1.5,0,0.6315264,213
0,0,2.1,0,0.4888197,213
1,0,-0.2,0,0.41114664,213
0,2,1.8,0,0.6315264,213
0,1,-0.8,0,1.0599647,213
0,0,0.4,0,1.0543798,213
1,1,-1.4,0,0.8775119,213
0,1,2.3,0,0.6315264,213
0,0,0.8,0,1.0853243,213
1,3,-0.3,0,0.52503353,213
1,3,2.3,1,1.0775198,213
1,0,-0.3,0,0.8223772,213
1,0,1.4,0,0.52503353,213
0,0,0.7,0,0.7235741,213
0,1,-0.7,,1.0232526,213
0,0,1.6,,0.6315264,213
1,1,-0.4,,0.52503353,213
0,1,0.1,0,1.581516,213
1,0,-0.5,0,0.8223772,213
1,1,0.9,0,0.52503353,213
0,1,0.6,0,0.52713615,213
0,2,-1.1,0,0.5757026,213
0,5,0.7,0,2.1087596,213
1,1,-0.5,0,0.8223772,213
1,0,-0.2,0,0.26248997,213
1,3,-0.7,0,0.8775119,213
0,1,0.8,0,0.9615197,213
1,1,0.2,0,0.8223772,213
1,2,-0.3,1,0.8223772,213
0,0,-0.7,0,1.0232526,213
1,0,-1,0,0.42867857,213
1,3,0.2,0,0.637901,213
0,3,-0.2,0,1.0543798,213
0,0,-0.5,0,1.0543798,213
1,1,-0.1,0,0.52503353,213
0,1,-0.9,0,0.5757026,213
0,3,-0.7,0,1.0599647,213
1,2,-0.2,1,0.41114664,213
0,0,0.6,0,1.0543798,213
1,1,0.6,0,0.41114664,213
1,1,2.3,0,0.7871881,213
0,2,-1,0,1.1515228,213
0,1,-0.1,0,1.0543798,213
1,0,1.1,0,0.26248997,213
0,4,1.5,0,0.4888197,213
0,2,0.2,0,0.9615197,213
1,1,1.1,0,0.637901,213
1,1,-0.3,0,0.8223772,213
1,6,2.1,1,0.7463048,213
0,1,1.9,0,0.6070906,213
0,0,0.6,1,0.7235741,213
0,2,-1.1,1,1.1515228,213
1,1,-0.4,0,0.637901,213
1,1,-1.1,0,0.42867857,211
1,0,0.7,0,0.7875235,211
1,1,-1.1,1,0.85744464,211
1,0,1.5,1,0.3935539,211
1,0,1.8,0,0.3935539,211
1,1,-0.3,1,0.7875235,211
0,1,1.8,0,1.8213956,211
0,0,2.5,0,1.214305,211
1,0,-0.7,1,0.95871544,211
0,2,2.2,0,0.4888197,211
1,2,2.1,1,1.0504591,132
1,2,1.6,1,1.0504591,132
1,3,-1.4,0,1.1709913,132
0,1,-0.2,0,0.36175013,211
0,1,0.7,0,1.4471482,211
1,1,-1.1,0,0.85744464,211
0,1,0.6,1,1.0543798,211
1,2,-0.2,0,0.8512437,132
1,1,0.9,1,1.0974171,132
1,3,1.9,0,0.4979005,132
0,2,2.2,0,0.84273714,132
0,0,-0.1,0,1.283095,132
1,0,0.2,0,0.7006283,132
1,1,0.4,0,0.7006283,132
1,0,1.2,0,0.8512437,132
0,3,1.9,0,0.6523029,132
1,1,-1.5,0,1.7564272,132
0,0,-0.5,0,1.4070117,132
1,1,-0.2,0,0.7006283,132
1,1,0.4,0,1.4012566,132
1,2,2.3,0,1.0504591,132
0,0,1.4,0,0.4827356,132
1,1,0.3,1,1.0509067,132
0,0,2.1,0,0.84273714,133
1,0,-0.9,0,1.2793529,133
0,0,2.3,1,1.6204232,133
1,0,1.8,0,1.0504591,133
1,1,0.8,1,2.1948342,133
1,2,1,1,0.3502784,131
1,0,1,0,0.7006283,133
0,1,0.1,0,1.283095,133
1,1,-0.7,0,1.1442126,133
1,1,-1,1,0.85744464,211
0,4,2.1,1,1.214305,211
1,1,1.3,0,1.2335238,211
1,1,1.8,0,1.5756352,133
1,1,1.3,0,0.8512437,133
1,1,2,0,1.0504591,133
1,1,-0.6,0,0.4387112,211
1,1,2,1,0.7871881,211
1,1,-0.4,0,0.637901,211
1,3,1.3,0,0.31891796,211
1,0,0.2,0,0.52503353,211
0,2,-1,0,1.0599647,211
1,0,0.8,0,1.2335238,211
1,2,-0.6,0,0.4387112,211
0,3,-0.6,0,1.0599647,211
1,2,0.8,0,0.95681894,211
1,1,-0.4,0,0.637901,211
0,1,1.8,0,1.3726633,221
1,0,0.6,1,1.1870068,221
1,2,-0.7,1,0.85744464,211
0,0,-0.3,0,0.7235741,211
1,1,-0.4,0,0.9296239,221
1,2,0.4,1,0.4647645,221
0,1,-1.1,0,1.1566956,221
1,1,-0.4,0,0.9296239,221
0,3,1.9,0,0.6862616,221
0,2,-0.3,1,1.086912,221
1,0,-1.5,0,0.48458278,221
0,3,1,0,1.0543798,212
0,1,0.8,0,2.1087596,212
0,1,0.3,1,1.0543798,212
1,3,2.2,0,1.180742,212
1,1,-1,0,0.96926445,221
0,1,0.5,0,1.226862,221
0,1,0.3,0,0.8179358,221
0,4,-1.2,1,1.3016934,221
1,3,-0.8,0,0.9919488,221
1,3,0,0,0.69174266,230
1,1,0.1,0,1.783579,230
0,2,1.8,0,0.79509026,230
1,0,0.5,0,0.85399395,230
1,0,0.2,0,0.8917895,230
0,0,0.8,0,1.1769303,230
1,0,1.1,0,0.69174266,230
